,X,Y,sigma_X,sigma_Y,Z,u,v,sigma_u,sigma_v,h,k,l,n,d_hkl,theta,sigma_theta,lambda_the,lambda_exp,sigma_lambda,lambda_error
0,6.3637929411868805,6.761621479639376,36.3902283815608,44.54999999998463,2.253823975541522,2.823553662684711,3.000066355232899,18.72327757480671,15.222563629988636,3,3,1,19,124.59568506510209,0.23812422525498694,0.8980609848580277,57.16842105263158,58.77930974404776,217.47419979379364,2.8177946176493642
1,6.926364761460888,-6.609809139568629,44.54999999999973,44.54999999990672,2.3878421043113853,2.9006795503584346,-2.768109804092256,17.5496554575933,17.65138707409476,3,-3,1,19,124.59568506510209,0.244419015740454,0.9648759344089062,57.16842105263158,60.30247985752848,233.29245526205924,5.482150367615645
2,-6.1627167650322,-7.086446309275279,25.98554819793325,32.12336887055854,2.302630352253626,-2.676381278046056,-3.077544036688149,13.205779203915816,10.597234486155884,-3,-3,1,19,124.59568506510209,0.24044387476175963,0.6474925404057504,57.16842105263158,59.340876784494,156.70790887681045,3.800097487146566
3,-4.67009632055684,11.64513687842866,44.54999999999996,24.840007621688017,3.941262784092846,-1.18492386232291,2.9546715142743274,9.336467425985271,7.964166620384228,-1,3,1,11,163.75081124018342,0.30436743991801773,0.5315540109664411,98.74545454545455,98.14887925585657,166.0832917381539,0.6041546847337295
4,3.732187373278909,11.454599439962529,44.54999999994856,32.87855661739844,3.6595722699976783,1.0198425110706384,3.1300377735045513,11.143405918851267,8.823510667086692,1,3,1,11,163.75081124018342,0.2949095225896821,0.6560652086252966,98.74545454545455,95.18942076408204,205.58647522400528,3.6012126307399708
5,12.097790497571909,3.6133077938300335,18.304924332840056,24.13474976610073,3.9866443127661952,3.0345798492310614,0.9063531908927395,4.318273031971399,5.638703640077963,3,1,1,11,163.75081124018342,0.30584489794480696,0.3519186099170043,98.74545454545455,98.61040161506418,109.90531516668645,0.13676875660965748
6,-11.821832390132302,3.15428710995226,44.54999999999625,11.264950951712088,3.7647708058778377,-3.140120076280656,0.8378430647165969,8.464857663782436,5.993109952015124,-3,1,1,11,163.75081124018342,0.2985011257784797,0.8200683008563755,98.74545454545455,96.31427946683894,256.69693056476586,2.4620627752505713
7,-11.891750618828462,-4.762794082760018,44.54999999995886,23.805757735339924,4.0929386966782,-2.9054309140959584,-1.1636612311407126,7.142197472540721,8.091725212343555,-3,-1,1,11,163.75081124018342,0.30925787572845254,0.780276209353287,98.74545454545455,99.67570917146017,243.4187482244998,0.9420733645794351
8,12.660532726536267,-3.946852778250869,11.835474584027056,44.549999999998384,4.357699697707776,2.9053247366255923,-0.9057193134090861,5.534533282263823,8.70130437273865,3,-1,1,11,163.75081124018342,0.31748308013268,0.3147699509929369,98.74545454545455,102.23828316095049,97.93577568330818,3.5372044531813036
9,-3.757320473652861,-12.864178527896671,14.221014901566802,9.99548301306782,4.441135139277797,-0.846027052953823,-2.896596956513375,2.958298192843514,2.165136838931268,-1,-3,1,11,163.75081124018342,0.31999773526253067,0.18757937602370814,98.74545454545455,103.0203549267415,58.31399604022009,4.329212317635473
10,4.461764393856248,-12.660697881703,44.54999720295673,26.259690448640825,4.454411868451203,1.0016506164275287,-2.842282720054156,8.675550481096442,6.67748027982684,1,-3,1,11,163.75081124018342,0.3203945994144767,0.515762107733683,98.74545454545455,103.14372249866277,160.31715370290368,4.4541472551362915
