,X,Y,sigma_X,sigma_Y
0,0.0,0.0,0.0,0.0
1,-3.8458885447923867,11.81531029561475,0.472628594910751,0.3892539263841808
2,4.065502017148234,11.81920094198853,0.4858498429156628,0.3971287746903952
3,11.990012259253911,3.8597242482682046,0.45807042497406664,0.43639670779329826
4,-11.728014310165102,4.075807608333252,0.45128274302355004,0.4409949276612241
5,-11.887378108078561,-3.779605282258682,0.445707814692678,0.4410394608583592
6,11.938685598089911,-4.126980796868691,0.4511844659729539,0.43445695514388066
7,3.7991514311837764,-12.060316608553988,0.4979324667458808,0.3983237147497486
8,-4.14243674581238,-11.834878418610268,0.49286700139867506,0.4188227985364257
9,-8.717295993876549,17.770651849873147,0.4726027504259611,0.42655621826737355
10,9.097228414711047,17.72393170508809,0.4733968110051457,0.44503860597178363
11,-17.590040889442925,9.041263156487231,0.4599820714808658,0.46595282049944425
12,18.012782317164014,8.777845088034443,0.47915897140342645,0.45767467690178687
13,-17.881357516689476,-8.643714300840394,0.4693546577033999,0.4616734948644578
14,17.882556077535614,-9.176533699831772,0.4759901293112119,0.48496277702491614
15,-9.158679232111048,-17.7306146290664,0.48560306773537876,0.44411865944660217
16,8.738640692539246,-18.094868324847393,0.48615620276342797,0.42541336036456456
17,0.2412946430228218,23.667451114926845,0.5606583903168956,0.40350827924070193
18,-23.576511893434326,0.31356736586458034,0.5161426451579553,0.4528682169547523
19,23.946072209794583,-0.26556610259375674,0.53600998239987,0.4635880974689764
20,-0.3168886189758308,-23.854098910223133,0.5410594135189141,0.4035851313196732
