,X,Y,sigma_X,sigma_Y
0,-3.659894754678386,11.528151602577513,4.214056228511601,5.3813087481406665
1,4.268729577847193,11.421654116770958,4.567707165568519,4.706066365022962
2,12.242297730142257,3.368428130236536,4.989919224925183,4.027961535596348
3,-11.73364136079981,-4.206495729232418,2.726017288623794,3.0619505266982308
4,12.062612150914719,-4.610884015603135,2.9422472978282586,3.4328945919212854
5,-3.970762686804895,-12.280352323059708,4.842168245167142,2.874337504630568
6,3.921485726491147,-12.475372729172815,4.877280611436799,3.134033655379853
7,-8.525105234665244,17.418547823799063,5.615163554952582,4.687047009388326
8,9.345634148930992,17.343929769296313,7.285403966694013,8.37686469361741
9,-17.461744225965788,8.658222137282788,4.160071146807181,5.27991326408896
10,18.512999999999995,8.289426538385923,15.151087575348015,7.009878777077422
11,-17.727502362180243,-9.049275364912887,4.389886783936918,5.536520678215286
12,17.97422057627193,-9.665363279924318,5.240177208391338,7.219400023175877
13,-8.975935455058956,-18.0853149822761,6.76704318956503,6.850004578977405
14,8.816383585409719,-18.477035414586695,6.41942338511579,7.969862267169555
15,0.484259624949837,23.459401682566615,12.079456036042664,13.310683953962261
16,-23.445184681765078,-0.08566027160611402,5.257914764734638,5.187759924562716
17,24.26766178294034,-0.7462230104612473,13.146432717726114,8.473534717811118
18,-0.17540412584371473,-24.15362657982611,11.238618255221873,8.612843335132501
