,X,Y,sigma_X,sigma_Y
0,0.0,0.0,0.0,0.0
1,-9.312511843003776,9.488311203061668,0.499454553447506,0.4938980960345543
2,9.656502777059131,9.465190704601772,0.5260646773755747,0.5152005889013631
3,-10.362208472360567,-10.080265406443278,0.5210289305062861,0.493529224909628
4,10.2331833321023,-10.49860318500234,0.487343779927471,0.47111844349580495
5,-5.654560118461982,17.84324458300765,0.5005670642215085,0.4163467292308075
6,6.239211770284967,17.893716654872282,0.49308054136785523,0.40692501484021787
7,-17.985360273374464,6.3281123098455945,0.48010724402686505,0.4770519056641987
8,-18.697627497315427,-5.904233388863686,0.4892651097203164,0.47673314886388063
9,18.857299258357315,6.08946328032158,0.4934815795026474,0.48362196480133235
10,-6.709825560988939,-19.292855062663744,0.5001092877463509,0.4076037293148136
11,0.27649390597657864,20.080087431371602,0.5667476544881398,0.3987726721911021
12,19.31152551999189,-6.640574422993133,0.4861319537995175,0.48230843173204
13,-20.5587377657968,0.37133691239629124,0.4946360771686956,0.46472455561663295
14,6.25205126926942,-19.767912840559458,0.508769318883657,0.39738040769868394
15,-15.04617760841592,15.478446827420475,0.4713676255205008,0.4758265569371971
16,21.53274186882264,-0.17079822377964837,0.502498881660008,0.4815013229149613
17,-0.2827365772341351,-21.97855602528972,0.5710269631074655,0.38209022656417185
18,15.999631594292822,15.646699054232426,0.4830383986011105,0.4787058838725348
19,-16.46564852558543,-15.948594727719245,0.47057721516989953,0.48431196402468807
20,16.6411138404149,-17.031443663486236,0.45872087019437846,0.4519292315191423
21,-12.859942973655368,26.80197105191237,0.4822958006964444,0.435397872810294
22,14.075917921479283,27.312799852024256,0.4914399713169904,0.4670525086630774
23,-14.698826181336461,-28.19356252665529,0.49113476385020466,0.4414553641553018
24,28.556992884828116,13.964155507865378,0.4916455854879628,0.49972948656873883
25,29.431319386378302,-14.8553638361684,0.5302190438710879,0.5781963712364189
26,14.487966265208605,-29.721882002082413,0.49679171461267435,0.4555902562006479
