,X,Y,sigmaX,sigmaY
0,0.0,0.0,0.0,0.0
1,6.210033964391771,6.3070977519633615,0.46330703147030994,0.49759424346686787
2,1.1056855755552906,-7.580018222500198,0.7306926177203785,1.1452772607917259
3,6.546815608687315,-6.751760533831183,0.5300591798587359,0.5850763614877122
4,-6.0984339648053645,6.200957362297474,0.4666260200824054,0.4516108136491599
5,12.192561903396628,3.9603921542051244,0.48184772014238925,0.4449614331780107
6,4.027501281998682,11.593149820956302,0.4846633889078423,0.4911972440322878
7,12.445330271758639,-4.261165921653612,0.46164148161587404,0.4759425007889244
8,13.927945566428912,-0.11161777721690334,0.4432422101856808,0.44037306453985886
9,-6.545698751194016,-6.481490924986323,0.8494282173254828,0.6212487082501232
10,-3.699675560270822,11.56651924929534,0.49941991601973856,0.40746123170680487
11,10.303238611538365,10.148702820705227,0.4607202537413012,0.45272630753184867
12,0.14394493456936272,12.974239059931083,0.5016705218216377,0.3962215750691985
13,4.070888281207762,-12.765026842025462,0.47944301017631274,0.4045567603207039
14,-11.64592144744216,4.073259771496749,0.4940092435185437,0.45565241343241925
15,10.744159926632918,-11.008232749390938,0.45404519159228945,0.4288569651408533
16,-4.384894058778023,-12.44082106529967,0.47542379247606453,0.39790260046082265
17,-9.733274014844492,10.024580473718759,0.44633390358065306,0.436148025014921
18,-12.120344965893368,-3.8347765816780055,0.4768683953222968,0.4376061116548839
19,-0.18739515170237667,-14.203559586399088,0.48824144272034586,0.39075677313468893
20,-13.3606043983248,0.2139595827363541,0.4659140975297676,0.4398699686927974
21,-10.671136728433536,-10.303280857240422,0.46736454265127514,0.4574813905248043
22,9.075760352389446,17.659518766144572,0.47164587404124814,0.4402041183703974
23,18.511441630639254,9.065220302544109,0.4715115501708832,0.4391935877855745
24,-8.311066829769732,17.331819920397614,0.45971986588886715,0.4414416857313379
25,18.97105486013923,-9.652645219600693,0.4521225347750694,0.4501102277192991
26,-17.059342021491606,8.8960735369196,0.44144478023381384,0.426666521153917
27,9.34912409105727,-19.264098439200403,0.5273454964407226,0.42115159308053857
28,-17.973773351542693,-8.591594659012753,0.46379435242130324,0.4436005888978268
29,-9.51140216449677,-18.20880633068686,0.4642973806881736,0.41042589088382153
