,X,Y,sigma_X,sigma_Y,Z,u,v,sigma_u,sigma_v,h,k,l,n,d_hkl,theta,sigma_theta,lambda_the,lambda_exp,sigma_lambda,lambda_error
0,0.0,0.0,0.0,0.0,1e-308,0.0,0.0,,,0,0,2,4,282.01,0.0,,564.02,0.0,,100.0
1,-7.751737063150435,7.981648468467002,0.4986735898790196,0.5727791833958752,2.549875533364183,-3.040045273473865,3.130211009921884,0.3199529271693828,0.30750399594672884,-3,3,1,19,129.39506221767422,0.22528378948978464,0.019502793894205644,59.37052631578946,57.80931164070386,4.919593270375245,2.6296123210725177
2,8.015097635134358,7.811885529248172,0.473869241112071,0.4673826521862501,2.5786501915721374,3.1082531711087795,3.029447559339355,0.2978133843185051,0.2944893767162639,3,3,1,19,129.39506221767422,0.2264437337708767,0.019002413065014948,59.37052631578946,58.10186943318327,4.792094417350681,2.1368462793444998
3,-8.591900264339893,-8.319349261526312,0.5211199496369777,0.5630078588191451,2.9235862157924117,-2.9388222649049314,-2.845597375096198,0.2905408096520157,0.2770134466971447,-3,-3,1,19,129.39506221767422,0.239753008696224,0.02006642910659304,59.37052631578946,61.45300353113763,5.044456699160851,3.5075943310179816
4,8.456737240793506,-8.721332293922677,0.5265875615312845,0.5191527630314674,3.0111138120004846,2.8085080036131647,-2.8963808206666593,0.2705980834053876,0.27702221435869995,3,-3,1,19,129.39506221767422,0.24296883194039454,0.02003367659478087,59.37052631578946,62.261103307337805,5.032237985828625,4.868707035159971
5,-4.710021334089982,14.784103037394804,0.4996010041591532,0.4076591736209684,4.74444094927647,-0.9927452748270084,3.1160895868351757,0.1218742761760724,0.23828824637536256,-1,3,1,11,170.05842856875023,0.2967441277888008,0.021098089857941385,102.5490909090909,99.45295535607393,6.862186927895877,3.019174061486008
6,5.194941014357239,14.849898942970029,0.5074835530323272,0.4293422554242683,4.865873586863799,1.067627615395067,3.051846431658171,0.12397593549567228,0.2335660169835876,1,3,1,11,170.05842856875023,0.29995862000175955,0.021275947556751378,102.5490909090909,100.49795838509337,6.913197960200715,2.00014695967988
7,-14.90517514180652,5.246547826634752,0.4653000421575957,0.4681450044931379,4.905026610005102,-3.0387552049979636,1.0696267816229637,0.23216601777876403,0.12094699226924614,-3,1,1,11,170.05842856875023,0.3009827087903797,0.021425946344630846,102.5490909090909,100.83066300597494,6.959728313117711,1.6757124689085163
8,-15.492960969504033,-4.876956527607803,0.488636982735412,0.4629398355385913,5.156998145660907,-3.0042595579639277,-0.9456967774384928,0.2270410234016402,0.11215146720147016,-3,-1,1,11,170.05842856875023,0.30743500431212883,0.021667720741476756,102.5490909090909,102.92443010580813,7.02401999620525,0.3660092872495148
9,15.61855414504871,5.057622082050084,0.4591532720720501,0.462702487821586,5.258074504584684,2.970394225382389,0.9618772190542719,0.222547527684349,0.10998563906342892,3,1,1,11,170.05842856875023,0.3099585230985489,0.02159808747313481,102.5490909090909,103.74215001720015,6.995814999948551,1.1634029102870136
10,0.2314853239714059,16.66057829119582,0.5241035151440121,0.4038594931029093,5.401205158448462,0.042858087626855085,3.084603861998402,0.09706579991612448,0.22550462977777083,0,6,2,40,89.17939229440846,0.31347146210663834,0.021444129579936192,56.401999999999994,54.99921093282605,3.6383644162640194,2.4871264621359908
11,16.036915146895815,-5.5121070356334325,0.4978963480358014,0.4636865323646412,5.575618478014015,2.876257622384525,-0.9886090767094229,0.21368698102046121,0.10849935999906195,3,-1,1,11,170.05842856875023,0.3176598919521837,0.021903315825236393,102.5490909090909,106.2335915580629,7.076971190933936,3.5929140047065613
12,-5.576934968255778,-15.976334356730083,0.4946181149035731,0.4098710100199087,5.554254728817352,-1.004083399221997,-2.876413693062988,0.10857996836094368,0.2124034423225076,-1,-3,1,11,170.05842856875023,0.31715215942523134,0.02158258988545563,102.5490909090909,106.0695292642732,6.9745077238305475,3.4329298523993144
13,-17.03533814601786,0.3023042746833929,0.4865315169385341,0.4469242625725678,5.623314511489809,-3.029412299669615,0.05375909066898378,0.22279837928763682,0.07956882815132729,-6,0,2,40,89.17939229440846,0.31878820002249786,0.021888537347767426,56.401999999999994,55.90050511996949,3.7073127904315135,0.8891437892814198
14,5.174257192520456,-16.363698201144043,0.5037747397597243,0.386706193615511,5.697448602837056,0.9081709293426402,-2.8721098410603836,0.10348371989949551,0.20984784496701034,1,-3,1,11,170.05842856875023,0.3205277448757681,0.021570676320354556,102.5490909090909,107.15975799385606,6.962894793583668,4.496058467112576
15,17.843369645675857,-0.1419716167516359,0.483986596929911,0.4489292737743582,6.110238684218817,2.9202410196774657,-0.023235036156330886,0.2101673693903823,0.07348931831918676,6,0,2,40,89.17939229440846,0.32991209262213234,0.02205769864063019,56.401999999999994,57.78108742757898,3.722017008214936,2.445103768623431
16,-12.468628163303851,12.832840845352765,0.4516260618568458,0.4546297014186092,6.140152580878642,-2.0306707364460346,2.089987288803891,0.15460278114074402,0.1579158212359862,-4,4,2,36,94.00333333333333,0.3305731187719397,0.021946934494128326,62.66888888888889,61.02417581843636,3.902764601214277,2.624449068131046
17,-0.2131373568020055,-18.20320304258717,0.5536053120838736,0.3802079921001245,6.332610326094734,-0.03365710912666332,-2.874518106313503,0.08743908122243321,0.20157427537344977,0,-6,2,40,89.17939229440846,0.334767583620892,0.021759889966289546,56.401999999999994,58.59971885007165,3.6656166436157234,3.8965264530897126
