,X,Y,sigma_X,sigma_Y,Z,u,v,sigma_u,sigma_v,h,k,l,n,d_hkl,theta,sigma_theta,lambda_the,lambda_exp,sigma_lambda,lambda_error
0,-5.730171414891632,6.419308798454465,2.2511119041579244,2.517934693957786,1.9509997216669852,-2.9370436865032574,3.290266383518312,1.2675649802269944,1.1416777825612947,-3,3,1,19,129.39506221767422,0.2229644449140393,0.05848166672443165,59.37052631578946,57.22410040082555,14.759842464252829,3.6153055196902915
1,-6.532598827124059,-6.271936234366231,2.629695669813904,2.1735325661633187,2.149740235648167,-3.038785207066852,-2.9175321419590876,1.0029405175633832,1.1963484340493866,-3,-3,1,19,129.39506221767422,0.23306779572471942,0.05812974329032643,59.37052631578946,59.77106143134117,14.63666636215792,0.6746362890927974
2,6.905759069248574,-6.624754648588727,2.2206140297467285,1.9340072003405056,2.3857028938544786,2.8946433719964317,-2.776856525451664,0.8139361486478578,0.9203913081291293,3,-3,1,19,129.39506221767422,0.24432035343775335,0.0507480016839944,59.37052631578946,62.600533592759,12.743054800103748,5.440422171414243
3,-4.079380718573796,-12.19578881842793,2.404990279251789,1.986692717986236,4.121903443211288,-0.9896837164617414,-2.958775960294317,0.5519731481787241,0.5152140072821899,-1,-3,1,11,170.05842856875023,0.31017658510975515,0.04569447214175792,102.5490909090909,103.81277979895886,14.79981689360068,1.2322770281681015
4,4.251832735877515,-12.510369978117197,4.225625471354259,1.6087854427207509,4.329071601910719,0.9821580992102062,-2.8898505565478527,0.8241874945494184,0.6390921332643023,1,-3,1,11,170.05842856875023,0.31661194307217577,0.04539574113547679,102.5490909090909,105.89494053305205,14.672430104798629,3.262680921206037
5,-13.094115720767816,0.4689352948597127,2.555541892288249,1.9135813918285187,4.263777011541055,-3.0710132554599086,0.10998119591864527,0.557153906957335,0.449543787059123,-6,0,2,40,89.17939229440846,0.3146088448414754,0.05339085030647053,56.401999999999994,55.19215180723792,9.055327840996815,2.1450448437326233
6,14.19422423192612,0.1184662767729216,1.0560110252642638,1.9860189152422296,4.923569438569793,2.8829133840852834,0.02406105534836001,0.30274538226409603,0.40333770265492236,6,0,2,40,89.17939229440846,0.333874088092555,0.032508983010301674,56.401999999999994,58.44917945689068,5.47808191319894,3.629622100086325
7,-9.467866146812035,10.272830321868934,1.4165860461702833,1.866782251959576,4.785335902633939,-1.9785165220273762,2.1467312913633867,0.39245805615514756,0.32464109789491413,-4,4,2,36,94.00333333333333,0.330008530825563,0.039589447292740235,62.66888888888889,60.923766934852935,7.041448290268657,2.7846703284145184
8,0.0469039165982687,-14.0052297929032,2.6771494597853853,1.249246600771324,4.806767888708293,0.00975789089139335,-2.913648030686745,0.5569458360584468,0.32766810013008857,0,-6,2,40,89.17939229440846,0.33061344630663847,0.03452870465338942,56.401999999999994,57.8994196573049,5.824974386147917,2.6549052468084517
9,10.6169171307179,10.37283109973913,1.6931612275293486,2.1703319496074243,5.330549808871769,1.9917114578027009,1.9459214286817779,0.40003136376800064,0.33159305933578476,4,4,2,36,94.00333333333333,0.34478424988014233,0.042113049996271336,62.66888888888889,63.54505615133657,7.451574573698655,1.3980896709388182
